Date,Region,Rainfall (mm),Temperature (°C),Soil Type,Soil pH,Soil Nutrients (N-P-K),Latitude,Longitude,Altitude (m),Planting Date,Fertilizer Usage (kg/ha),Irrigation (mm),Pest & Disease Prevalence (%),Previous Year Yield (kg/ha),Maize Seed Variety,Market Price (KES/kg),Planting Density (plants/m²),Harvesting Date,Crop Health,Topography,Satellite Imagery,Price of Fertilizer (KES/kg)
2023-04-01,Mombasa,109,27.8,Loam,7.1,30-49-42,-3.7569,39.6034,2273,2023-03-01,67,14,15,435,Local-1,24.4,8,2023-07-15,Poor,Flat,Normal,124
2023-04-01,Nakuru,87,26.6,Clay,6.7,20-21-30,-3.0067,34.3404,2106,2023-03-01,61,49,11,202,Local-1,21.7,4,2023-07-15,Poor,Wet,Normal,109
2023-04-01,Eldoret,142,25.2,Sandy,6.3,22-27-34,1.835,38.0966,2538,2023-03-01,91,26,20,281,Hybrid-2,18.8,6,2023-07-15,Poor,Wet,Normal,168
2023-04-01,Eldoret,109,27.5,Sandy,5.9,50-45-14,1.8529,38.8076,2943,2023-03-01,89,68,19,313,Hybrid-2,18.1,4,2023-07-15,Average,Hilly,Normal,195
2023-04-01,Mombasa,79,20.1,Sandy,7.0,33-31-43,-1.0996,34.0943,1111,2023-03-01,138,28,4,364,Hybrid-1,21.4,4,2023-07-15,Good,Hilly,Drought,153
2023-04-01,Nairobi,79,20.1,Clay,6.5,31-29-36,3.5151,34.6656,1735,2023-03-01,121,96,18,431,Local-1,19.4,7,2023-07-15,Average,Hilly,Normal,112
2023-04-01,Nakuru,79,20.6,Clay,7.0,48-25-33,-0.4633,36.1264,2339,2023-03-01,76,53,10,477,Hybrid-1,22.6,8,2023-07-15,Poor,Flat,Flooded,199
2023-04-01,Kisumu,34,21.7,Sandy,5.5,22-50-49,3.1776,37.9083,2420,2023-03-01,71,2,11,377,Local-1,18.6,6,2023-07-15,Poor,Hilly,Flooded,144
2023-04-01,Eldoret,0,28.1,Loam,6.1,36-36-26,-1.3656,38.8268,1036,2023-03-01,73,1,18,415,Hybrid-1,20.6,8,2023-07-15,Poor,Hilly,Drought,189
2023-04-01,Mombasa,11,27.0,Clay,6.1,25-15-40,1.6103,36.098,2631,2023-03-01,145,56,17,421,Hybrid-1,24.9,5,2023-07-15,Average,Flat,Drought,146
2023-04-01,Nairobi,23,21.2,Sandy,5.7,25-34-25,3.1285,34.2894,1378,2023-03-01,138,23,11,347,Hybrid-2,23.1,8,2023-07-15,Average,Hilly,Normal,101
2023-04-01,Eldoret,112,23.0,Sandy,6.5,31-28-41,3.124,39.8915,2448,2023-03-01,56,11,9,413,Hybrid-2,19.7,7,2023-07-15,Good,Hilly,Flooded,111
2023-04-01,Nakuru,98,22.6,Loam,6.0,50-39-32,-0.2716,39.6569,2626,2023-03-01,132,78,15,242,Local-1,21.9,5,2023-07-15,Average,Wet,Flooded,169
2023-04-01,Kisumu,59,29.4,Clay,6.4,47-48-16,-3.8844,37.5552,2921,2023-03-01,55,98,7,351,Hybrid-2,19.8,5,2023-07-15,Good,Flat,Drought,178
2023-04-01,Eldoret,57,22.6,Sandy,6.9,12-35-46,-3.8874,37.4749,2921,2023-03-01,56,12,4,327,Local-1,20.5,5,2023-07-15,Average,Wet,Normal,116
2023-04-01,Nairobi,64,26.8,Loam,7.0,29-24-31,-1.0323,36.372,2904,2023-03-01,76,41,5,296,Local-1,22.9,5,2023-07-15,Poor,Flat,Normal,170
2023-04-01,Nairobi,124,24.7,Sandy,7.5,15-11-35,-0.6426,35.8717,2303,2023-03-01,70,97,14,439,Local-1,19.7,7,2023-07-15,Good,Flat,Normal,137
2023-04-01,Eldoret,98,24.0,Clay,7.3,20-17-18,2.0894,35.6285,2397,2023-03-01,51,43,20,350,Local-1,21.7,5,2023-07-15,Average,Wet,Flooded,106
2023-04-01,Nakuru,121,27.7,Sandy,7.3,45-44-14,0.9762,36.5716,2968,2023-03-01,51,53,13,408,Hybrid-1,24.0,8,2023-07-15,Poor,Flat,Drought,105
2023-04-01,Nakuru,74,24.7,Sandy,6.6,33-13-34,2.5004,38.1985,2157,2023-03-01,149,2,18,219,Hybrid-1,19.1,6,2023-07-15,Good,Hilly,Drought,110
2023-04-01,Kisumu,21,22.7,Loam,6.3,10-44-13,-1.0909,37.2401,1405,2023-03-01,143,83,12,326,Hybrid-1,19.1,4,2023-07-15,Average,Wet,Normal,180
2023-04-01,Eldoret,0,28.3,Loam,7.4,43-17-20,-1.7191,38.7351,1781,2023-03-01,77,91,8,449,Local-1,24.6,8,2023-07-15,Good,Hilly,Drought,117
2023-04-01,Eldoret,13,26.5,Sandy,6.6,19-49-30,-0.0054,34.0512,1461,2023-03-01,94,99,3,363,Hybrid-1,20.4,4,2023-07-15,Good,Hilly,Normal,174
2023-04-01,Kisumu,35,20.8,Loam,7.3,24-27-13,0.7948,34.2528,1865,2023-03-01,101,11,10,487,Hybrid-1,24.6,5,2023-07-15,Average,Hilly,Drought,195
2023-04-01,Mombasa,123,26.3,Loam,5.6,20-21-10,1.1747,35.5339,2136,2023-03-01,113,47,4,233,Hybrid-1,19.4,6,2023-07-15,Poor,Flat,Drought,111
2023-04-01,Kisumu,112,20.1,Loam,6.9,25-33-14,-2.2444,39.0418,1588,2023-03-01,54,66,8,251,Hybrid-1,18.3,5,2023-07-15,Poor,Hilly,Normal,144
2023-04-01,Nakuru,6,22.8,Clay,6.2,37-46-36,0.4452,38.9586,2153,2023-03-01,112,60,17,226,Hybrid-2,23.6,5,2023-07-15,Poor,Hilly,Flooded,116
2023-04-01,Kisumu,80,20.2,Sandy,5.8,49-24-26,2.0936,37.5506,1142,2023-03-01,108,58,3,447,Hybrid-1,19.6,5,2023-07-15,Average,Wet,Flooded,102
2023-04-01,Nakuru,132,20.7,Loam,5.5,19-19-17,-1.5459,35.2083,2834,2023-03-01,85,18,7,458,Hybrid-2,23.8,5,2023-07-15,Average,Wet,Flooded,102
2023-04-01,Kisumu,33,21.5,Loam,5.6,41-11-30,-0.3807,34.597,1144,2023-03-01,123,75,16,389,Hybrid-1,22.4,4,2023-07-15,Good,Hilly,Flooded,114
2023-04-01,Mombasa,107,22.3,Sandy,6.4,10-22-44,-1.2401,39.984,1563,2023-03-01,142,70,0,377,Local-1,22.8,5,2023-07-15,Average,Flat,Drought,163
2023-04-01,Nakuru,30,28.0,Clay,5.5,27-44-22,0.2393,37.1486,1564,2023-03-01,82,43,4,259,Hybrid-1,24.3,5,2023-07-15,Poor,Wet,Normal,151
2023-04-01,Mombasa,9,29.2,Clay,7.1,34-13-45,-1.9564,35.2048,2646,2023-03-01,128,3,12,500,Hybrid-2,21.5,5,2023-07-15,Average,Hilly,Flooded,196
2023-04-01,Mombasa,5,20.3,Sandy,7.2,39-49-33,-0.0135,39.2128,1724,2023-03-01,72,41,11,468,Hybrid-1,24.2,7,2023-07-15,Average,Wet,Drought,198
2023-04-01,Mombasa,25,23.0,Loam,7.0,29-14-11,-0.8322,36.4286,1366,2023-03-01,102,34,2,211,Local-1,19.6,4,2023-07-15,Average,Flat,Drought,140
2023-04-01,Mombasa,12,20.7,Sandy,6.6,20-20-13,-2.3197,39.3824,1440,2023-03-01,143,5,14,443,Hybrid-1,24.8,7,2023-07-15,Poor,Hilly,Flooded,198
2023-04-01,Kisumu,117,24.6,Loam,7.0,47-50-27,3.3651,39.8325,2691,2023-03-01,90,74,15,413,Local-1,19.1,7,2023-07-15,Average,Flat,Drought,168
2023-04-01,Kisumu,132,24.1,Loam,6.5,25-29-20,-0.1197,38.9588,1756,2023-03-01,115,54,0,342,Hybrid-2,21.5,5,2023-07-15,Good,Flat,Drought,185
2023-04-01,Nakuru,112,22.9,Loam,6.6,22-48-48,0.7889,34.2339,2247,2023-03-01,63,15,11,311,Local-1,23.3,6,2023-07-15,Average,Hilly,Flooded,171
2023-04-01,Eldoret,64,20.8,Clay,6.7,21-23-27,-1.21,38.5824,1043,2023-03-01,101,18,3,254,Hybrid-1,21.6,5,2023-07-15,Poor,Hilly,Drought,140
2023-04-01,Nakuru,34,22.4,Loam,6.1,10-43-10,0.7589,34.8564,1340,2023-03-01,58,3,18,261,Hybrid-1,21.3,7,2023-07-15,Average,Wet,Flooded,196
2023-04-01,Mombasa,129,24.0,Sandy,6.1,46-49-18,-1.3079,37.4891,2310,2023-03-01,102,46,20,339,Hybrid-2,20.7,8,2023-07-15,Good,Hilly,Drought,121
2023-04-01,Eldoret,81,23.5,Clay,7.1,27-44-13,3.8689,39.6276,1485,2023-03-01,121,74,4,248,Local-1,24.6,7,2023-07-15,Average,Hilly,Normal,112
2023-04-01,Nairobi,62,26.6,Sandy,7.0,21-36-13,-1.9294,34.064,2473,2023-03-01,131,22,19,381,Hybrid-1,20.0,4,2023-07-15,Poor,Wet,Normal,178
2023-04-01,Mombasa,98,28.6,Sandy,5.8,36-20-46,-3.8818,39.5482,1204,2023-03-01,58,38,20,451,Hybrid-1,18.4,7,2023-07-15,Poor,Hilly,Normal,101
2023-04-01,Nairobi,4,22.6,Loam,6.9,33-15-24,-3.2073,39.0164,2853,2023-03-01,80,18,8,464,Hybrid-1,21.2,5,2023-07-15,Average,Wet,Flooded,151
2023-04-01,Mombasa,138,22.3,Loam,6.9,32-47-50,1.2424,39.6445,2946,2023-03-01,56,2,2,394,Hybrid-2,22.7,8,2023-07-15,Average,Wet,Flooded,123
2023-04-01,Mombasa,96,20.5,Clay,7.4,41-34-36,0.1358,36.1637,2085,2023-03-01,141,99,8,480,Hybrid-1,22.5,8,2023-07-15,Good,Flat,Drought,189
2023-04-01,Kisumu,117,26.4,Clay,6.5,27-37-14,-3.9643,35.5173,1339,2023-03-01,80,26,4,255,Hybrid-1,20.2,5,2023-07-15,Good,Wet,Normal,181
2023-04-01,Nakuru,55,21.7,Clay,5.7,37-22-25,2.3448,38.5036,2150,2023-03-01,75,37,6,485,Local-1,22.2,5,2023-07-15,Poor,Hilly,Normal,185
2023-04-01,Kisumu,104,22.5,Loam,6.5,47-11-37,-0.5611,34.1238,1594,2023-03-01,128,41,11,273,Hybrid-2,23.3,6,2023-07-15,Poor,Hilly,Drought,168
2023-04-01,Kisumu,45,20.1,Sandy,7.1,43-10-33,-0.4971,38.3404,1180,2023-03-01,79,93,9,377,Local-1,19.9,8,2023-07-15,Good,Wet,Normal,199
2023-04-01,Nairobi,2,23.9,Sandy,5.8,13-34-45,-2.8509,38.8818,1587,2023-03-01,75,16,13,323,Local-1,18.3,5,2023-07-15,Poor,Wet,Drought,146
2023-04-01,Nairobi,48,21.9,Sandy,6.5,27-43-34,0.8476,39.4683,2437,2023-03-01,77,85,11,378,Local-1,24.8,6,2023-07-15,Poor,Wet,Normal,126
2023-04-01,Eldoret,134,24.0,Loam,6.5,40-50-47,-0.5229,35.8724,2294,2023-03-01,139,71,6,402,Hybrid-1,18.8,7,2023-07-15,Average,Hilly,Flooded,199
2023-04-01,Nakuru,8,21.9,Clay,7.3,23-31-27,3.4737,39.5963,1791,2023-03-01,85,51,13,272,Hybrid-2,18.2,6,2023-07-15,Good,Wet,Drought,126
2023-04-01,Nairobi,39,22.1,Sandy,6.5,30-19-10,-2.4088,35.8658,2778,2023-03-01,126,63,15,288,Hybrid-2,22.6,7,2023-07-15,Good,Flat,Drought,144
2023-04-01,Nakuru,111,20.2,Clay,7.5,22-16-40,-2.4399,37.3477,1413,2023-03-01,114,17,17,459,Hybrid-2,21.9,8,2023-07-15,Poor,Flat,Normal,187
2023-04-01,Nairobi,115,27.4,Loam,6.3,45-22-42,1.1621,39.2052,1880,2023-03-01,64,83,14,244,Hybrid-1,18.6,4,2023-07-15,Good,Flat,Flooded,182
2023-04-01,Mombasa,64,21.8,Loam,7.1,34-35-47,-2.6728,35.6313,1672,2023-03-01,58,57,13,311,Hybrid-2,24.0,4,2023-07-15,Average,Hilly,Flooded,151
2023-04-01,Mombasa,83,25.7,Loam,6.4,42-27-36,-0.6471,36.4454,1618,2023-03-01,59,73,17,372,Hybrid-2,19.3,4,2023-07-15,Poor,Flat,Drought,188
2023-04-01,Mombasa,135,24.6,Clay,6.9,27-32-37,3.2496,34.8085,1773,2023-03-01,147,6,19,347,Local-1,22.0,6,2023-07-15,Good,Wet,Flooded,116
2023-04-01,Nairobi,103,24.1,Sandy,6.8,18-50-32,0.9422,39.1707,2100,2023-03-01,78,20,19,217,Hybrid-1,23.3,5,2023-07-15,Average,Wet,Flooded,135
2023-04-01,Mombasa,133,29.2,Loam,7.0,47-21-13,1.0392,39.8706,2774,2023-03-01,86,96,14,281,Hybrid-2,22.3,4,2023-07-15,Average,Flat,Flooded,156
2023-04-01,Kisumu,122,25.1,Clay,7.4,27-38-25,-2.8128,35.4725,2277,2023-03-01,150,14,6,367,Hybrid-2,23.8,5,2023-07-15,Poor,Hilly,Flooded,121
2023-04-01,Eldoret,127,26.8,Sandy,7.0,33-46-26,-2.2884,34.3556,1103,2023-03-01,133,26,9,471,Local-1,23.2,4,2023-07-15,Good,Wet,Flooded,163
2023-04-01,Mombasa,68,24.7,Sandy,6.0,28-17-32,-0.9438,36.0224,1672,2023-03-01,129,1,18,253,Hybrid-2,23.4,7,2023-07-15,Average,Wet,Drought,127
2023-04-01,Eldoret,11,28.3,Clay,5.7,12-23-12,2.3491,39.4176,2622,2023-03-01,134,30,11,471,Hybrid-1,24.2,8,2023-07-15,Poor,Hilly,Drought,106
2023-04-01,Eldoret,19,27.0,Sandy,6.5,10-35-23,1.9515,39.5871,2971,2023-03-01,73,73,16,228,Hybrid-1,23.1,6,2023-07-15,Poor,Wet,Drought,200
2023-04-01,Eldoret,118,25.2,Loam,6.7,24-35-24,-2.4663,36.2898,2991,2023-03-01,90,71,3,218,Local-1,20.7,7,2023-07-15,Average,Hilly,Flooded,118
2023-04-01,Nairobi,124,24.0,Clay,6.0,17-35-45,-2.6983,35.0551,1153,2023-03-01,86,11,14,391,Local-1,24.4,5,2023-07-15,Poor,Wet,Drought,151
2023-04-01,Mombasa,12,26.7,Sandy,5.5,31-11-37,3.8324,39.6596,2322,2023-03-01,119,1,13,450,Hybrid-1,21.0,5,2023-07-15,Poor,Hilly,Drought,154
2023-04-01,Nairobi,56,23.8,Clay,5.8,20-43-42,1.8557,36.4415,2601,2023-03-01,138,5,15,207,Hybrid-2,18.5,8,2023-07-15,Poor,Hilly,Flooded,106
2023-04-01,Nakuru,92,21.9,Sandy,5.9,36-11-28,3.7218,34.8189,1799,2023-03-01,137,62,14,403,Local-1,20.3,8,2023-07-15,Poor,Hilly,Flooded,100
2023-04-01,Eldoret,42,29.0,Loam,6.0,21-12-16,-2.3112,34.5072,2271,2023-03-01,73,95,4,345,Hybrid-1,21.4,8,2023-07-15,Average,Wet,Flooded,160
2023-04-01,Eldoret,105,26.6,Loam,7.0,30-48-34,3.346,35.9021,1354,2023-03-01,78,19,8,243,Hybrid-2,22.5,7,2023-07-15,Poor,Hilly,Drought,125
2023-04-01,Mombasa,149,28.9,Loam,7.0,46-17-12,-0.1823,34.5603,2008,2023-03-01,116,75,13,342,Local-1,18.6,5,2023-07-15,Poor,Hilly,Flooded,137
2023-04-01,Nairobi,150,21.2,Sandy,6.5,28-26-13,-2.6968,39.3486,2333,2023-03-01,73,76,9,250,Hybrid-2,19.5,7,2023-07-15,Average,Hilly,Normal,186
2023-04-01,Nairobi,126,26.2,Clay,7.4,23-32-17,2.3744,39.979,1762,2023-03-01,101,68,10,357,Hybrid-1,21.6,4,2023-07-15,Average,Flat,Drought,105
2023-04-01,Eldoret,27,24.1,Loam,6.9,37-44-44,3.383,38.6933,2847,2023-03-01,71,9,17,376,Local-1,24.3,4,2023-07-15,Good,Hilly,Normal,126
2023-04-01,Kisumu,107,25.6,Clay,7.0,31-39-14,1.4227,37.2246,1855,2023-03-01,102,5,12,217,Hybrid-1,18.6,7,2023-07-15,Good,Wet,Flooded,113
2023-04-01,Mombasa,112,29.1,Clay,5.6,44-30-43,-2.9962,35.1049,1064,2023-03-01,107,61,9,258,Hybrid-1,22.9,8,2023-07-15,Good,Hilly,Drought,146
2023-04-01,Eldoret,30,25.6,Sandy,7.2,36-22-16,1.0628,34.1734,1657,2023-03-01,106,62,19,404,Local-1,19.0,7,2023-07-15,Poor,Wet,Flooded,188
2023-04-01,Nairobi,17,27.7,Loam,7.4,43-14-27,3.6004,37.3176,1284,2023-03-01,96,32,16,203,Hybrid-2,22.1,8,2023-07-15,Average,Hilly,Drought,147
2023-04-01,Nairobi,10,23.0,Loam,6.0,26-19-17,-1.8691,34.766,1599,2023-03-01,72,12,5,443,Hybrid-1,22.9,4,2023-07-15,Good,Hilly,Normal,122
2023-04-01,Kisumu,8,20.8,Clay,5.8,25-32-32,-3.1193,38.9393,2045,2023-03-01,84,93,19,277,Local-1,20.6,6,2023-07-15,Average,Hilly,Normal,125
2023-04-01,Mombasa,129,24.8,Sandy,5.7,43-34-32,-3.5593,34.0384,2149,2023-03-01,61,10,12,210,Hybrid-1,23.1,4,2023-07-15,Good,Flat,Normal,105
2023-04-01,Mombasa,33,29.0,Loam,5.6,11-41-24,-0.9329,34.5304,1625,2023-03-01,78,64,10,207,Local-1,22.4,4,2023-07-15,Average,Flat,Flooded,190
2023-04-01,Kisumu,0,21.8,Sandy,6.6,18-48-39,3.5424,36.0019,1765,2023-03-01,105,84,15,240,Hybrid-1,20.2,7,2023-07-15,Good,Hilly,Drought,200
2023-04-01,Eldoret,62,26.0,Clay,7.2,35-10-32,-3.7716,37.6731,1623,2023-03-01,79,20,18,344,Hybrid-1,20.5,5,2023-07-15,Poor,Wet,Drought,146
2023-04-01,Mombasa,0,23.9,Clay,6.1,10-49-35,3.8243,37.0655,2802,2023-03-01,97,12,10,481,Local-1,24.0,8,2023-07-15,Good,Wet,Normal,133
2023-04-01,Kisumu,80,25.1,Loam,7.5,50-23-11,2.7613,35.788,1015,2023-03-01,52,1,0,278,Local-1,21.1,8,2023-07-15,Poor,Hilly,Normal,170
2023-04-01,Nakuru,95,24.8,Sandy,6.8,18-38-21,-0.966,37.0368,2823,2023-03-01,147,9,7,204,Hybrid-2,21.0,4,2023-07-15,Average,Wet,Drought,120
2023-04-01,Nakuru,29,21.5,Sandy,7.4,21-27-47,-2.4152,36.6405,1235,2023-03-01,63,81,19,211,Local-1,21.1,6,2023-07-15,Good,Hilly,Normal,104
2023-04-01,Nakuru,66,25.3,Loam,7.1,29-32-30,-0.9289,38.0516,1237,2023-03-01,95,44,6,438,Local-1,21.6,7,2023-07-15,Good,Hilly,Flooded,168
2023-04-01,Mombasa,143,22.7,Sandy,5.8,32-21-42,-1.0894,34.2522,2247,2023-03-01,98,7,10,384,Hybrid-2,19.2,6,2023-07-15,Good,Flat,Flooded,110
2023-04-01,Kisumu,125,27.6,Sandy,6.4,17-48-14,2.9315,36.0634,2797,2023-03-01,148,49,5,377,Hybrid-2,19.6,5,2023-07-15,Poor,Flat,Flooded,121
2023-04-01,Nakuru,127,27.0,Loam,6.2,36-29-12,2.7872,37.7138,1112,2023-03-01,145,61,14,453,Hybrid-2,22.1,5,2023-07-15,Good,Wet,Drought,149
2023-04-01,Mombasa,108,21.7,Clay,7.5,47-33-21,-0.5518,35.0877,2442,2023-03-01,136,96,4,323,Hybrid-2,24.7,6,2023-07-15,Good,Hilly,Drought,151
2023-04-01,Nakuru,75,25.6,Loam,5.5,31-37-23,1.0776,35.6066,1487,2023-03-01,102,58,5,454,Local-1,23.7,7,2023-07-15,Good,Hilly,Flooded,197
2023-04-01,Kisumu,59,29.1,Sandy,6.9,14-37-25,2.219,38.6545,1801,2023-03-01,117,0,2,445,Local-1,19.8,8,2023-07-15,Average,Wet,Drought,151
2023-04-01,Mombasa,9,20.6,Clay,7.2,48-25-40,2.2049,36.6065,1709,2023-03-01,92,98,1,435,Hybrid-1,19.6,5,2023-07-15,Poor,Flat,Flooded,159
2023-04-01,Eldoret,30,26.8,Sandy,6.5,12-32-30,1.0839,35.892,1971,2023-03-01,117,70,10,436,Local-1,21.6,4,2023-07-15,Average,Hilly,Flooded,115
2023-04-01,Kisumu,30,27.3,Sandy,6.9,41-42-19,1.7659,38.9232,2497,2023-03-01,68,54,15,457,Local-1,18.6,7,2023-07-15,Poor,Flat,Drought,125
2023-04-01,Eldoret,140,21.0,Loam,6.5,36-46-17,-3.6328,39.8358,1367,2023-03-01,65,40,17,473,Hybrid-1,21.9,4,2023-07-15,Good,Wet,Normal,148
2023-04-01,Nairobi,150,20.2,Sandy,6.6,49-43-49,-0.0828,34.5646,1347,2023-03-01,75,47,7,420,Hybrid-1,21.9,4,2023-07-15,Good,Flat,Flooded,108
2023-04-01,Mombasa,48,20.9,Clay,6.3,32-35-26,2.4088,34.0558,2414,2023-03-01,121,37,9,474,Local-1,23.9,5,2023-07-15,Poor,Hilly,Normal,186
2023-04-01,Nakuru,50,21.2,Clay,7.4,37-26-23,-3.192,38.4626,1443,2023-03-01,53,79,5,315,Hybrid-1,21.7,7,2023-07-15,Poor,Wet,Flooded,196
2023-04-01,Mombasa,87,27.7,Sandy,7.4,46-25-11,-0.4339,35.1407,2805,2023-03-01,110,59,19,240,Hybrid-2,23.7,4,2023-07-15,Poor,Wet,Drought,162
2023-04-01,Kisumu,54,25.9,Sandy,6.3,28-35-33,2.5374,37.5516,1190,2023-03-01,125,2,5,376,Hybrid-1,23.9,7,2023-07-15,Good,Hilly,Normal,135
2023-04-01,Eldoret,55,26.7,Sandy,5.9,28-22-10,1.6892,34.7117,1049,2023-03-01,118,69,16,431,Hybrid-2,23.0,5,2023-07-15,Poor,Flat,Normal,115
2023-04-01,Eldoret,106,20.9,Loam,5.7,34-23-20,2.8569,34.7261,1100,2023-03-01,117,67,16,228,Hybrid-2,18.7,7,2023-07-15,Poor,Hilly,Drought,142
2023-04-01,Kisumu,18,25.9,Loam,6.2,18-16-33,-3.3606,34.1315,1048,2023-03-01,59,60,14,351,Hybrid-1,24.0,4,2023-07-15,Good,Flat,Normal,115
2023-04-01,Nakuru,137,21.9,Sandy,6.4,35-36-34,-0.9563,37.6999,1405,2023-03-01,59,65,6,250,Hybrid-1,20.2,7,2023-07-15,Poor,Wet,Normal,163
2023-04-01,Nakuru,44,27.2,Sandy,6.6,34-39-40,0.854,39.177,1413,2023-03-01,102,44,4,499,Local-1,23.2,4,2023-07-15,Good,Flat,Drought,125
2023-04-01,Mombasa,114,24.3,Loam,6.4,28-12-33,0.0622,38.6029,1071,2023-03-01,59,1,14,255,Hybrid-1,21.8,7,2023-07-15,Good,Hilly,Drought,189
2023-04-01,Mombasa,1,26.8,Clay,6.0,10-27-43,0.9844,36.0673,2413,2023-03-01,68,45,19,404,Hybrid-1,22.0,7,2023-07-15,Good,Hilly,Drought,148
2023-04-01,Eldoret,62,20.4,Clay,7.0,22-22-34,2.3851,37.4906,1539,2023-03-01,87,99,5,317,Local-1,23.9,4,2023-07-15,Good,Wet,Drought,179
2023-04-01,Nakuru,47,20.7,Loam,6.8,11-33-19,-0.0667,36.5965,1827,2023-03-01,138,80,3,211,Hybrid-1,21.2,5,2023-07-15,Poor,Flat,Normal,112
2023-04-01,Nakuru,103,25.2,Loam,6.8,35-40-32,-2.9879,34.1859,1693,2023-03-01,92,58,16,401,Local-1,23.4,6,2023-07-15,Good,Flat,Normal,134
2023-04-01,Mombasa,130,25.8,Clay,7.4,17-38-15,0.5496,38.3028,1549,2023-03-01,96,79,17,447,Local-1,19.7,4,2023-07-15,Good,Hilly,Normal,135
2023-04-01,Nakuru,44,20.5,Loam,6.3,27-48-25,0.3583,37.5643,2302,2023-03-01,127,15,8,431,Local-1,22.4,6,2023-07-15,Average,Wet,Drought,183
2023-04-01,Eldoret,128,24.1,Loam,5.7,34-34-32,-0.1345,39.5117,1310,2023-03-01,125,43,13,485,Hybrid-2,22.7,8,2023-07-15,Average,Hilly,Flooded,199
2023-04-01,Kisumu,87,27.2,Clay,6.5,15-35-23,-1.0424,35.9411,1111,2023-03-01,143,80,6,329,Local-1,20.9,7,2023-07-15,Poor,Wet,Drought,176
2023-04-01,Nakuru,103,22.3,Clay,6.9,11-22-23,2.8918,37.2951,1288,2023-03-01,131,55,7,420,Hybrid-1,19.1,8,2023-07-15,Good,Flat,Drought,136
2023-04-01,Eldoret,22,24.9,Loam,6.8,17-28-30,-2.1271,35.1232,2134,2023-03-01,64,14,2,225,Hybrid-2,20.7,6,2023-07-15,Average,Flat,Drought,110
2023-04-01,Eldoret,7,27.3,Clay,5.6,27-38-27,3.1256,39.7234,2500,2023-03-01,77,74,13,342,Hybrid-1,24.3,8,2023-07-15,Good,Flat,Flooded,186
2023-04-01,Nakuru,137,22.1,Sandy,6.6,12-20-21,0.6189,34.2647,2414,2023-03-01,125,44,1,237,Local-1,23.6,8,2023-07-15,Average,Hilly,Flooded,192
2023-04-01,Nakuru,74,23.9,Clay,7.2,43-39-33,1.0364,37.8779,2330,2023-03-01,56,16,16,368,Local-1,21.4,7,2023-07-15,Poor,Wet,Drought,109
2023-04-01,Eldoret,48,21.0,Loam,7.2,48-36-18,1.1768,34.4024,2648,2023-03-01,136,47,19,479,Hybrid-2,23.9,4,2023-07-15,Poor,Hilly,Flooded,117
2023-04-01,Nairobi,15,23.9,Sandy,5.5,42-13-42,1.9416,34.0838,1962,2023-03-01,88,73,1,366,Local-1,18.6,6,2023-07-15,Poor,Hilly,Normal,140
2023-04-01,Nairobi,126,22.8,Sandy,7.5,22-36-32,-3.5112,38.9058,2905,2023-03-01,76,93,2,364,Hybrid-1,24.9,7,2023-07-15,Average,Hilly,Drought,199
2023-04-01,Nairobi,2,28.2,Loam,6.9,29-39-16,2.7436,39.6558,2983,2023-03-01,100,14,16,439,Hybrid-2,23.8,7,2023-07-15,Good,Wet,Drought,187
2023-04-01,Nairobi,25,25.2,Clay,7.5,42-21-44,-0.5617,34.7637,2993,2023-03-01,148,36,13,213,Hybrid-1,21.5,8,2023-07-15,Poor,Flat,Normal,145
2023-04-01,Kisumu,90,22.9,Sandy,7.2,39-18-37,-0.2733,34.7948,2251,2023-03-01,102,21,16,486,Hybrid-1,23.9,8,2023-07-15,Average,Wet,Drought,100
2023-04-01,Eldoret,88,20.5,Loam,6.2,48-46-24,3.0009,39.1901,1800,2023-03-01,114,14,5,399,Hybrid-1,18.7,5,2023-07-15,Good,Flat,Normal,140
2023-04-01,Kisumu,97,25.5,Sandy,6.5,15-32-16,1.6721,39.0535,1965,2023-03-01,59,0,1,328,Local-1,18.4,8,2023-07-15,Good,Wet,Flooded,168
2023-04-01,Nakuru,23,29.9,Sandy,6.8,43-42-15,2.0117,38.1346,1941,2023-03-01,68,22,4,465,Local-1,23.8,8,2023-07-15,Poor,Wet,Normal,133
2023-04-01,Nakuru,85,28.3,Sandy,7.2,23-22-39,-3.4573,38.4956,1835,2023-03-01,91,78,12,350,Hybrid-1,24.5,5,2023-07-15,Good,Wet,Flooded,159
2023-04-01,Kisumu,85,24.7,Sandy,6.3,17-43-49,1.5901,35.8613,1298,2023-03-01,103,41,10,415,Hybrid-1,22.0,7,2023-07-15,Poor,Flat,Drought,181
2023-04-01,Nairobi,61,21.9,Sandy,6.2,44-24-40,1.6892,39.0319,1614,2023-03-01,77,59,3,445,Hybrid-1,18.2,8,2023-07-15,Good,Hilly,Flooded,101
2023-04-01,Mombasa,105,23.7,Clay,5.7,43-18-42,1.9543,37.2715,1922,2023-03-01,62,22,11,447,Local-1,21.0,8,2023-07-15,Poor,Hilly,Flooded,161
2023-04-01,Kisumu,12,24.0,Clay,5.8,26-24-34,-3.4131,36.2091,1841,2023-03-01,102,3,19,385,Hybrid-1,20.3,5,2023-07-15,Average,Wet,Normal,166
2023-04-01,Kisumu,117,26.0,Clay,7.5,38-26-31,-2.4751,39.1859,2621,2023-03-01,116,61,3,305,Local-1,19.8,8,2023-07-15,Good,Wet,Normal,114
